book_name,average_rating,review_sentiment,cleaned_summary,book_summary_cleaned,summary_summary
The Invention of Hugo Cabret,4.06,10.654845125413306,"Orphan, clock keeper, and thief, Hugo lives in the walls of a busy Paris train station, where his survival depends on secrets and anonymity. But when his world suddenly interlocks with an eccentric, bookish girl and a bitter old man who runs a toy booth in the station, Hugo's undercover life, and his most precious secret, are put in jeopardy. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message from Hugo's dead father form the backbone of this intricate, tender, and spellbinding mystery.","['Orphan', ',', 'clock', 'keeper', ',', 'and', 'thief', ',', 'Hugo', 'lives', 'in', 'the', 'walls', 'of', 'a', 'busy', 'Paris', 'train', 'station', ',', 'where', 'his', 'survival', 'depends', 'on', 'secrets', 'and', 'anonymity', '.', 'But', 'when', 'his', 'world', 'suddenly', 'interlocks', 'with', 'an', 'eccentric', ',', 'bookish', 'girl', 'and', 'a', 'bitter', 'old', 'man', 'who', 'runs', 'a', 'toy', 'booth', 'in', 'the', 'station', ',', 'Hugo', ""'s"", 'undercover', 'life', ',', 'and', 'his', 'most', 'precious', 'secret', ',', 'are', 'put', 'in', 'jeopardy', '.', 'A', 'cryptic', 'drawing', ',', 'a', 'treasured', 'notebook', ',', 'a', 'stolen', 'key', ',', 'a', 'mechanical', 'man', ',', 'and', 'a', 'hidden', 'message', 'from', 'Hugo', ""'s"", 'dead', 'father', 'form', 'the', 'backbone', 'of', 'this', 'intricate', ',', 'tender', ',', 'and', 'spellbinding', 'mystery', '.']","Orphan, clock keeper, and thief, Hugo lives in the walls of a busy Paris train station. A cryptic drawing, a treasured notebook, a stolen key, a mechanical man, and a hidden message from Hugo's dead father form the backbone of this intricate, tender, and spellbinding mystery."
Half-Blood,4.08,8.808485175566993,"The Hematoi descend from the unions of gods and mortals, and the children of two Hematoi pure bloods have godlike powers. Children of Hematoi and mortals--well, not so much. Half-bloods only have two options: become trained Sentinels who hunt and kill daimons or become servants in the homes of the pures.Seventeen-year-old Alexandria would rather risk her life fighting than waste it scrubbing toilets, but she may end up slumming it anyway. There are several rules that students at the Covenant must follow. Alex has problems with them all, but especially rule #1:Relationships between pures and halfs are forbidden. Unfortunately, she's crushing hard on the totally hot pure-blood Aiden. But falling for Aiden isn't her biggest problem--staying alive long enough to graduate the Covenant and become a Sentinel is.If she fails in her duty, she faces a future worse than death or slavery: being turned into a daimon, and being hunted by Aiden. And that would kind of suck.","['The', 'Hematoi', 'descend', 'from', 'the', 'unions', 'of', 'gods', 'and', 'mortals', ',', 'and', 'the', 'children', 'of', 'two', 'Hematoi', 'pure', 'bloods', 'have', 'godlike', 'powers', '.', 'Children', 'of', 'Hematoi', 'and', 'mortals', '--', 'well', ',', 'not', 'so', 'much', '.', 'Half-bloods', 'only', 'have', 'two', 'options', ':', 'become', 'trained', 'Sentinels', 'who', 'hunt', 'and', 'kill', 'daimons', 'or', 'become', 'servants', 'in', 'the', 'homes', 'of', 'the', 'pures.Seventeen-year-old', 'Alexandria', 'would', 'rather', 'risk', 'her', 'life', 'fighting', 'than', 'waste', 'it', 'scrubbing', 'toilets', ',', 'but', 'she', 'may', 'end', 'up', 'slumming', 'it', 'anyway', '.', 'There', 'are', 'several', 'rules', 'that', 'students', 'at', 'the', 'Covenant', 'must', 'follow', '.', 'Alex', 'has', 'problems', 'with', 'them', 'all', ',', 'but', 'especially', 'rule', '#', '1', ':', 'Relationships', 'between', 'pures', 'and', 'halfs', 'are', 'forbidden', '.', 'Unfortunately', ',', 'she', ""'s"", 'crushing', 'hard', 'on', 'the', 'totally', 'hot', 'pure-blood', 'Aiden', '.', 'But', 'falling', 'for', 'Aiden', 'is', ""n't"", 'her', 'biggest', 'problem', '--', 'staying', 'alive', 'long', 'enough', 'to', 'graduate', 'the', 'Covenant', 'and', 'become', 'a', 'Sentinel', 'is.If', 'she', 'fails', 'in', 'her', 'duty', ',', 'she', 'faces', 'a', 'future', 'worse', 'than', 'death', 'or', 'slavery', ':', 'being', 'turned', 'into', 'a', 'daimon', ',', 'and', 'being', 'hunted', 'by', 'Aiden', '.', 'And', 'that', 'would', 'kind', 'of', 'suck', '.']","The Hematoi descend from the unions of gods and mortals. Half-bloods only have two options: become trained Sentinels who hunt and kill daimons or become servants in the homes of the pures. If she fails in her duty, she faces a future worse than death or slavery."
The Goddess Test,3.18,6.486176060158254,"Every girl who had taken the test has died.Now it's Kate's turn.It's always been just Kate and her mom—and her mother is dying. Her last wish? To move back to her childhood home. So Kate's going to start at a new school with no friends, no other family and the fear that her mother won't live past the fall.Then she meets Henry. Dark. Tortured. And mesmerizing. He claims to be Hades, god of the Underworld—and if she accepts his bargain, he'll keep her mother alive while Kate tries to pass seven tests.Kate is sure he's crazy—until she sees him bring a girl back from the dead. Now saving her mother seems crazily possible. If she succeeds, she'll become Henry's future bride and a goddess.If she fails...","['Every', 'girl', 'who', 'had', 'taken', 'the', 'test', 'has', 'died.Now', 'it', ""'s"", 'Kate', ""'s"", 'turn.It', ""'s"", 'always', 'been', 'just', 'Kate', 'and', 'her', 'mom—and', 'her', 'mother', 'is', 'dying', '.', 'Her', 'last', 'wish', '?', 'To', 'move', 'back', 'to', 'her', 'childhood', 'home', '.', 'So', 'Kate', ""'s"", 'going', 'to', 'start', 'at', 'a', 'new', 'school', 'with', 'no', 'friends', ',', 'no', 'other', 'family', 'and', 'the', 'fear', 'that', 'her', 'mother', 'wo', ""n't"", 'live', 'past', 'the', 'fall.Then', 'she', 'meets', 'Henry', '.', 'Dark', '.', 'Tortured', '.', 'And', 'mesmerizing', '.', 'He', 'claims', 'to', 'be', 'Hades', ',', 'god', 'of', 'the', 'Underworld—and', 'if', 'she', 'accepts', 'his', 'bargain', ',', 'he', ""'ll"", 'keep', 'her', 'mother', 'alive', 'while', 'Kate', 'tries', 'to', 'pass', 'seven', 'tests.Kate', 'is', 'sure', 'he', ""'s"", 'crazy—until', 'she', 'sees', 'him', 'bring', 'a', 'girl', 'back', 'from', 'the', 'dead', '.', 'Now', 'saving', 'her', 'mother', 'seems', 'crazily', 'possible', '.', 'If', 'she', 'succeeds', ',', 'she', ""'ll"", 'become', 'Henry', ""'s"", 'future', 'bride', 'and', 'a', 'goddess.If', 'she', 'fails', '...']","Every girl who had taken the test has died. Now it's Kate's turn. Kate is sure he's crazy—until she sees him bring a girl back from the dead. If she succeeds, she'll become Henry's future bride and a goddess.If she fails..."
Before I Go to Sleep,3.04,13.01589213029594,"Memories define us.So what if you lost yours every time you went to sleep?Your name, your identity, your past, even the people you love - all forgotten overnight.And the one person you trust may only be telling you half the story.Welcome to Christine's life.","['Memories', 'define', 'us.So', 'what', 'if', 'you', 'lost', 'yours', 'every', 'time', 'you', 'went', 'to', 'sleep', '?', 'Your', 'name', ',', 'your', 'identity', ',', 'your', 'past', ',', 'even', 'the', 'people', 'you', 'love', '-', 'all', 'forgotten', 'overnight.And', 'the', 'one', 'person', 'you', 'trust', 'may', 'only', 'be', 'telling', 'you', 'half', 'the', 'story.Welcome', 'to', 'Christine', ""'s"", 'life', '.']","Your name, your identity, your past, even the people you love - all forgotten overnight. And the one person you trust may only be telling you half the story. Welcome to Christine's life."
Pure,4.12,6.6606185314691055,"There is need. And then there is Fate... Being destined to become some kind of supernatural electrical outlet isn’t exactly awesome—especially when Alexandria’s ""other half"" is everywhere she goes. Seth’s in her training room, outside her classes, and keeps showing up in her bedroom—so not cool. Their connection does have some benefits, like staving off her nightmares of the tragic showdown with her mother, but it has no effect on what Alex feels for the forbidden, pure-blooded Aiden. Or what he will do—and sacrifice—for her. When daimons infiltrate the Covenants and attack students, the gods send furies—lesser gods determined to eradicate any threat to the Covenants and to the gods, and that includes the Apollyon... and Alex. And if that and hordes of aether-sucking monsters didn’t blow bad enough, a mysterious threat seems willing to do anything to neutralize Seth, even if that means forcing Alex into servitude... or killing her. When the gods are involved, some decisions can never, ever be undone","['There', 'is', 'need', '.', 'And', 'then', 'there', 'is', 'Fate', '...', 'Being', 'destined', 'to', 'become', 'some', 'kind', 'of', 'supernatural', 'electrical', 'outlet', 'isn', '’', 't', 'exactly', 'awesome—especially', 'when', 'Alexandria', '’', 's', '``', 'other', 'half', ""''"", 'is', 'everywhere', 'she', 'goes', '.', 'Seth', '’', 's', 'in', 'her', 'training', 'room', ',', 'outside', 'her', 'classes', ',', 'and', 'keeps', 'showing', 'up', 'in', 'her', 'bedroom—so', 'not', 'cool', '.', 'Their', 'connection', 'does', 'have', 'some', 'benefits', ',', 'like', 'staving', 'off', 'her', 'nightmares', 'of', 'the', 'tragic', 'showdown', 'with', 'her', 'mother', ',', 'but', 'it', 'has', 'no', 'effect', 'on', 'what', 'Alex', 'feels', 'for', 'the', 'forbidden', ',', 'pure-blooded', 'Aiden', '.', 'Or', 'what', 'he', 'will', 'do—and', 'sacrifice—for', 'her', '.', 'When', 'daimons', 'infiltrate', 'the', 'Covenants', 'and', 'attack', 'students', ',', 'the', 'gods', 'send', 'furies—lesser', 'gods', 'determined', 'to', 'eradicate', 'any', 'threat', 'to', 'the', 'Covenants', 'and', 'to', 'the', 'gods', ',', 'and', 'that', 'includes', 'the', 'Apollyon', '...', 'and', 'Alex', '.', 'And', 'if', 'that', 'and', 'hordes', 'of', 'aether-sucking', 'monsters', 'didn', '’', 't', 'blow', 'bad', 'enough', ',', 'a', 'mysterious', 'threat', 'seems', 'willing', 'to', 'do', 'anything', 'to', 'neutralize', 'Seth', ',', 'even', 'if', 'that', 'means', 'forcing', 'Alex', 'into', 'servitude', '...', 'or', 'killing', 'her', '.', 'When', 'the', 'gods', 'are', 'involved', ',', 'some', 'decisions', 'can', 'never', ',', 'ever', 'be', 'undone']","Being destined to become some kind of supernatural electrical outlet isn't exactly awesome. Seth’s in her training room, outside her classes, and keeps showing up in her bedroom. When daimons infiltrate the Covenants and attack students, the gods send furies."
Deity,4.34,6.479934668741988,"History is on repeat, and things didn't go so well the last time.Alexandria isn't sure she's going to make it to her eighteenth birthday--to her Awakening. A long-forgotten, fanatical order is out to kill her, and if the Council ever discovers what she did in the Catskills, she's a goner... and so is Aiden.If that's not freaky enough, whenever Alex and Seth spend time ""training""--which really is just Seth's code word for some up-close and personal one-on-one time--she ends up with another mark of the Apollyon, which brings her one step closer to Awakening ahead of schedule. Awesome. But as her birthday draws near, her entire world shatters with a startling revelation and she's caught between love and Fate. One will do anything to protect her. One has been lying to her since the beginning. Once the gods have revealed themselves, unleashing their wrath, lives will be irrevocably changed... and destroyed.Those left standing will discover if love is truly greater than Fate...","['History', 'is', 'on', 'repeat', ',', 'and', 'things', 'did', ""n't"", 'go', 'so', 'well', 'the', 'last', 'time.Alexandria', 'is', ""n't"", 'sure', 'she', ""'s"", 'going', 'to', 'make', 'it', 'to', 'her', 'eighteenth', 'birthday', '--', 'to', 'her', 'Awakening', '.', 'A', 'long-forgotten', ',', 'fanatical', 'order', 'is', 'out', 'to', 'kill', 'her', ',', 'and', 'if', 'the', 'Council', 'ever', 'discovers', 'what', 'she', 'did', 'in', 'the', 'Catskills', ',', 'she', ""'s"", 'a', 'goner', '...', 'and', 'so', 'is', 'Aiden.If', 'that', ""'s"", 'not', 'freaky', 'enough', ',', 'whenever', 'Alex', 'and', 'Seth', 'spend', 'time', '``', 'training', ""''"", '--', 'which', 'really', 'is', 'just', 'Seth', ""'s"", 'code', 'word', 'for', 'some', 'up-close', 'and', 'personal', 'one-on-one', 'time', '--', 'she', 'ends', 'up', 'with', 'another', 'mark', 'of', 'the', 'Apollyon', ',', 'which', 'brings', 'her', 'one', 'step', 'closer', 'to', 'Awakening', 'ahead', 'of', 'schedule', '.', 'Awesome', '.', 'But', 'as', 'her', 'birthday', 'draws', 'near', ',', 'her', 'entire', 'world', 'shatters', 'with', 'a', 'startling', 'revelation', 'and', 'she', ""'s"", 'caught', 'between', 'love', 'and', 'Fate', '.', 'One', 'will', 'do', 'anything', 'to', 'protect', 'her', '.', 'One', 'has', 'been', 'lying', 'to', 'her', 'since', 'the', 'beginning', '.', 'Once', 'the', 'gods', 'have', 'revealed', 'themselves', ',', 'unleashing', 'their', 'wrath', ',', 'lives', 'will', 'be', 'irrevocably', 'changed', '...', 'and', 'destroyed.Those', 'left', 'standing', 'will', 'discover', 'if', 'love', 'is', 'truly', 'greater', 'than', 'Fate', '...']","Alexandria isn't sure she's going to make it to her eighteenth birthday--to her Awakening. A long-forgotten, fanatical order is out to kill her. If the Council ever discovers what she did in the Catskills, she's a goner."
Crossed,2.96,6.20589000559177,"The long-awaited second book in the dystopian Matched trilogy.In search of a future that may not exist and faced with the decision of who to share it with, Cassia journeys to the Outer Provinces in pursuit of Ky - taken by the Society to his certain death - only to find that he has escaped, leaving a series of clues in his wake. Cassia's quest leads her to question much of what she holds dear, even as she finds glimmers of a different life across the border. But as Cassia nears resolve and certainty about her future with Ky, an invitation for rebellion, an unexpected betrayal, and a surprise visit from Xander - who may hold the key to the uprising and, still, to Cassia's heart - change the game once again. Nothing is as expected on the edge of Society, where crosses and double crosses make the path more twisted than ever.","['The', 'long-awaited', 'second', 'book', 'in', 'the', 'dystopian', 'Matched', 'trilogy.In', 'search', 'of', 'a', 'future', 'that', 'may', 'not', 'exist', 'and', 'faced', 'with', 'the', 'decision', 'of', 'who', 'to', 'share', 'it', 'with', ',', 'Cassia', 'journeys', 'to', 'the', 'Outer', 'Provinces', 'in', 'pursuit', 'of', 'Ky', '-', 'taken', 'by', 'the', 'Society', 'to', 'his', 'certain', 'death', '-', 'only', 'to', 'find', 'that', 'he', 'has', 'escaped', ',', 'leaving', 'a', 'series', 'of', 'clues', 'in', 'his', 'wake', '.', 'Cassia', ""'s"", 'quest', 'leads', 'her', 'to', 'question', 'much', 'of', 'what', 'she', 'holds', 'dear', ',', 'even', 'as', 'she', 'finds', 'glimmers', 'of', 'a', 'different', 'life', 'across', 'the', 'border', '.', 'But', 'as', 'Cassia', 'nears', 'resolve', 'and', 'certainty', 'about', 'her', 'future', 'with', 'Ky', ',', 'an', 'invitation', 'for', 'rebellion', ',', 'an', 'unexpected', 'betrayal', ',', 'and', 'a', 'surprise', 'visit', 'from', 'Xander', '-', 'who', 'may', 'hold', 'the', 'key', 'to', 'the', 'uprising', 'and', ',', 'still', ',', 'to', 'Cassia', ""'s"", 'heart', '-', 'change', 'the', 'game', 'once', 'again', '.', 'Nothing', 'is', 'as', 'expected', 'on', 'the', 'edge', 'of', 'Society', ',', 'where', 'crosses', 'and', 'double', 'crosses', 'make', 'the', 'path', 'more', 'twisted', 'than', 'ever', '.']","The long-awaited second book in the dystopian Matched trilogy. Cassia journeys to the Outer Provinces in pursuit of Ky - taken by the Society to his certain death. But as Cassia nears resolve and certainty about her future with Ky, an invitation for rebellion, an unexpected betrayal and a surprise visit from Xander change the game once again."
The Name of the Star,3.96,10.033912111570627,"Jack the Ripper is back, and he's coming for Rory next....Louisiana teenager Rory Deveaux arrives in London to start a new life at boarding school just as a series of brutal murders mimicking the horrific Jack the Ripper killing spree of more than a century ago has broken out across the city. The police are left with few leads and no witnesses. Except one. Rory spotted the man believed to be the prime suspect. But she is the only one who saw him - the only one who can see him. And now Rory has become his next target...unless she can tap her previously unknown abilities to turn the tables.","['Jack', 'the', 'Ripper', 'is', 'back', ',', 'and', 'he', ""'s"", 'coming', 'for', 'Rory', 'next', '....', 'Louisiana', 'teenager', 'Rory', 'Deveaux', 'arrives', 'in', 'London', 'to', 'start', 'a', 'new', 'life', 'at', 'boarding', 'school', 'just', 'as', 'a', 'series', 'of', 'brutal', 'murders', 'mimicking', 'the', 'horrific', 'Jack', 'the', 'Ripper', 'killing', 'spree', 'of', 'more', 'than', 'a', 'century', 'ago', 'has', 'broken', 'out', 'across', 'the', 'city', '.', 'The', 'police', 'are', 'left', 'with', 'few', 'leads', 'and', 'no', 'witnesses', '.', 'Except', 'one', '.', 'Rory', 'spotted', 'the', 'man', 'believed', 'to', 'be', 'the', 'prime', 'suspect', '.', 'But', 'she', 'is', 'the', 'only', 'one', 'who', 'saw', 'him', '-', 'the', 'only', 'one', 'who', 'can', 'see', 'him', '.', 'And', 'now', 'Rory', 'has', 'become', 'his', 'next', 'target', '...', 'unless', 'she', 'can', 'tap', 'her', 'previously', 'unknown', 'abilities', 'to', 'turn', 'the', 'tables', '.']",Louisiana teenager Rory Deveaux arrives in London to start a new life at boarding school. A series of brutal murders mimicking the horrific Jack the Ripper killing spree of more than a century ago has broken out across the city. Rory spotted the man believed to be the prime suspect - but she is the only one who saw him. And now Rory has become his next target...unless she can tap her previously unknown abilities.
The Fiery Heart,4.28,8.387075498744705,"Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. They protect vampire secrets and human lives.In The Indigo Spell, Sydney was torn between the Alchemist way of life and what her heart and gut were telling her to do. And in one breathtaking moment that Richelle Mead fans will never forget, she made a decision that shocked even her. . .But the struggle isn't over for Sydney. As she navigates the aftermath of her life-changing decision, she still finds herself pulled in too many directions at once. Her sister Zoe has arrived, and while Sydney longs to grow closer to her, there's still so much she must keep secret. Working with Marcus has changed the way she views the Alchemists, and Sydney must tread a careful path as she harnesses her profound magical ability to undermine the way of life she was raised to defend. Consumed by passion and vengeance, Sydney struggles to keep her secret life under wraps as the threat of exposure and re-education looms larger than ever.Pulses will race throughout this thrilling fourth installment in the New York Times bestselling Bloodlines series, where no secret is safe.","['Sydney', 'Sage', 'is', 'an', 'Alchemist', ',', 'one', 'of', 'a', 'group', 'of', 'humans', 'who', 'dabble', 'in', 'magic', 'and', 'serve', 'to', 'bridge', 'the', 'worlds', 'of', 'humans', 'and', 'vampires', '.', 'They', 'protect', 'vampire', 'secrets', 'and', 'human', 'lives.In', 'The', 'Indigo', 'Spell', ',', 'Sydney', 'was', 'torn', 'between', 'the', 'Alchemist', 'way', 'of', 'life', 'and', 'what', 'her', 'heart', 'and', 'gut', 'were', 'telling', 'her', 'to', 'do', '.', 'And', 'in', 'one', 'breathtaking', 'moment', 'that', 'Richelle', 'Mead', 'fans', 'will', 'never', 'forget', ',', 'she', 'made', 'a', 'decision', 'that', 'shocked', 'even', 'her', '.', '.', '.But', 'the', 'struggle', 'is', ""n't"", 'over', 'for', 'Sydney', '.', 'As', 'she', 'navigates', 'the', 'aftermath', 'of', 'her', 'life-changing', 'decision', ',', 'she', 'still', 'finds', 'herself', 'pulled', 'in', 'too', 'many', 'directions', 'at', 'once', '.', 'Her', 'sister', 'Zoe', 'has', 'arrived', ',', 'and', 'while', 'Sydney', 'longs', 'to', 'grow', 'closer', 'to', 'her', ',', 'there', ""'s"", 'still', 'so', 'much', 'she', 'must', 'keep', 'secret', '.', 'Working', 'with', 'Marcus', 'has', 'changed', 'the', 'way', 'she', 'views', 'the', 'Alchemists', ',', 'and', 'Sydney', 'must', 'tread', 'a', 'careful', 'path', 'as', 'she', 'harnesses', 'her', 'profound', 'magical', 'ability', 'to', 'undermine', 'the', 'way', 'of', 'life', 'she', 'was', 'raised', 'to', 'defend', '.', 'Consumed', 'by', 'passion', 'and', 'vengeance', ',', 'Sydney', 'struggles', 'to', 'keep', 'her', 'secret', 'life', 'under', 'wraps', 'as', 'the', 'threat', 'of', 'exposure', 'and', 're-education', 'looms', 'larger', 'than', 'ever.Pulses', 'will', 'race', 'throughout', 'this', 'thrilling', 'fourth', 'installment', 'in', 'the', 'New', 'York', 'Times', 'bestselling', 'Bloodlines', 'series', ',', 'where', 'no', 'secret', 'is', 'safe', '.']","Sydney Sage is an Alchemist, one of a group of humans who dabble in magic and serve to bridge the worlds of humans and vampires. In The Indigo Spell, Sydney was torn between the Alchemist way of life and what her heart and gut were telling her to do."
Catching Jordan,3.2,11.214641743566633,"ONE OF THE BOYSWhat girl doesn't want to be surrounded by gorgeous jocks day in and day out? Jordan Woods isn't just surrounded by hot guys, though-she leads them as the captain and quarterback of her high school football team. They all see her as one of the guys and that's just fine. As long as she gets her athletic scholarship to a powerhouse university.But everything she's ever worked for is threatened when Ty Green moves to her school. Not only is he an amazing QB, but he's also amazingly hot. And for the first time, Jordan's feeling vulnerable. Can she keep her head in the game while her heart's on the line?","['ONE', 'OF', 'THE', 'BOYSWhat', 'girl', 'does', ""n't"", 'want', 'to', 'be', 'surrounded', 'by', 'gorgeous', 'jocks', 'day', 'in', 'and', 'day', 'out', '?', 'Jordan', 'Woods', 'is', ""n't"", 'just', 'surrounded', 'by', 'hot', 'guys', ',', 'though-she', 'leads', 'them', 'as', 'the', 'captain', 'and', 'quarterback', 'of', 'her', 'high', 'school', 'football', 'team', '.', 'They', 'all', 'see', 'her', 'as', 'one', 'of', 'the', 'guys', 'and', 'that', ""'s"", 'just', 'fine', '.', 'As', 'long', 'as', 'she', 'gets', 'her', 'athletic', 'scholarship', 'to', 'a', 'powerhouse', 'university.But', 'everything', 'she', ""'s"", 'ever', 'worked', 'for', 'is', 'threatened', 'when', 'Ty', 'Green', 'moves', 'to', 'her', 'school', '.', 'Not', 'only', 'is', 'he', 'an', 'amazing', 'QB', ',', 'but', 'he', ""'s"", 'also', 'amazingly', 'hot', '.', 'And', 'for', 'the', 'first', 'time', ',', 'Jordan', ""'s"", 'feeling', 'vulnerable', '.', 'Can', 'she', 'keep', 'her', 'head', 'in', 'the', 'game', 'while', 'her', 'heart', ""'s"", 'on', 'the', 'line', '?']","Jordan Woods is captain and quarterback of her high school football team. Everything she's ever worked for is threatened when Ty Green moves to her school. For the first time, Jordan's feeling vulnerable. Can she keep her head in the game while her heart's on the line?"
Apollyon,4.04,5.649485406423693,"Alex has always feared two things: losing herself in the Awakening and being placed on the Elixir. But love has always been stronger than fate, and Aiden St. Delphi is willing to make war on the gods-and Alex herself-to bring her back. The gods have killed thousands and could destroy entire cities in their quest to stop Seth from taking Alex's power and becoming the all-powerful God Killer. But breaking Alex's connection to Seth isn't the only problem. There are a few pesky little loopholes in the whole an Apollyon can't be killed theory, and the only person who might know how to stop the destruction has been dead for centuries. Finding their way past the barriers that guard the Underworld, searching for one soul among countless millions, and then somehow returning will be hard enough. Alex might be able to keep Seth from becoming the God Killer or she might become the God Killer herself.","['Alex', 'has', 'always', 'feared', 'two', 'things', ':', 'losing', 'herself', 'in', 'the', 'Awakening', 'and', 'being', 'placed', 'on', 'the', 'Elixir', '.', 'But', 'love', 'has', 'always', 'been', 'stronger', 'than', 'fate', ',', 'and', 'Aiden', 'St.', 'Delphi', 'is', 'willing', 'to', 'make', 'war', 'on', 'the', 'gods-and', 'Alex', 'herself-to', 'bring', 'her', 'back', '.', 'The', 'gods', 'have', 'killed', 'thousands', 'and', 'could', 'destroy', 'entire', 'cities', 'in', 'their', 'quest', 'to', 'stop', 'Seth', 'from', 'taking', 'Alex', ""'s"", 'power', 'and', 'becoming', 'the', 'all-powerful', 'God', 'Killer', '.', 'But', 'breaking', 'Alex', ""'s"", 'connection', 'to', 'Seth', 'is', ""n't"", 'the', 'only', 'problem', '.', 'There', 'are', 'a', 'few', 'pesky', 'little', 'loopholes', 'in', 'the', 'whole', 'an', 'Apollyon', 'ca', ""n't"", 'be', 'killed', 'theory', ',', 'and', 'the', 'only', 'person', 'who', 'might', 'know', 'how', 'to', 'stop', 'the', 'destruction', 'has', 'been', 'dead', 'for', 'centuries', '.', 'Finding', 'their', 'way', 'past', 'the', 'barriers', 'that', 'guard', 'the', 'Underworld', ',', 'searching', 'for', 'one', 'soul', 'among', 'countless', 'millions', ',', 'and', 'then', 'somehow', 'returning', 'will', 'be', 'hard', 'enough', '.', 'Alex', 'might', 'be', 'able', 'to', 'keep', 'Seth', 'from', 'becoming', 'the', 'God', 'Killer', 'or', 'she', 'might', 'become', 'the', 'God', 'Killer', 'herself', '.']","Alex has always feared two things: losing herself in the Awakening and being placed on the Elixir. But love has always been stronger than fate, and Aiden St. Delphi is willing to make war on the gods-and Alex herself-to bring her back."
Blood Red Road,3.54,8.778027898887975,"▶ ACE #1 Saba has spent her whole life in Silverlake, a dried-up wasteland ravaged by constant sandstorms. The Wrecker civilization has long been destroyed, leaving only landfills for Saba and her family to scavenge from. That's fine by her, as long as her beloved twin brother Lugh is around. But when four cloaked horsemen capture Lugh, Saba's world is shattered, and she embarks on a quest to get him back.Suddenly thrown into the lawless, ugly reality of the outside world, Saba discovers she is a fierce fighter, an unbeatable survivor, and a cunning opponent. Teamed up with a handsome daredevil named Jack and a gang of girl revolutionaries called the Free Hawks, Saba's unrelenting search for Lugh stages a showdown that will change the course of her own civilization.","['▶', 'ACE', '#', '1', 'Saba', 'has', 'spent', 'her', 'whole', 'life', 'in', 'Silverlake', ',', 'a', 'dried-up', 'wasteland', 'ravaged', 'by', 'constant', 'sandstorms', '.', 'The', 'Wrecker', 'civilization', 'has', 'long', 'been', 'destroyed', ',', 'leaving', 'only', 'landfills', 'for', 'Saba', 'and', 'her', 'family', 'to', 'scavenge', 'from', '.', 'That', ""'s"", 'fine', 'by', 'her', ',', 'as', 'long', 'as', 'her', 'beloved', 'twin', 'brother', 'Lugh', 'is', 'around', '.', 'But', 'when', 'four', 'cloaked', 'horsemen', 'capture', 'Lugh', ',', 'Saba', ""'s"", 'world', 'is', 'shattered', ',', 'and', 'she', 'embarks', 'on', 'a', 'quest', 'to', 'get', 'him', 'back.Suddenly', 'thrown', 'into', 'the', 'lawless', ',', 'ugly', 'reality', 'of', 'the', 'outside', 'world', ',', 'Saba', 'discovers', 'she', 'is', 'a', 'fierce', 'fighter', ',', 'an', 'unbeatable', 'survivor', ',', 'and', 'a', 'cunning', 'opponent', '.', 'Teamed', 'up', 'with', 'a', 'handsome', 'daredevil', 'named', 'Jack', 'and', 'a', 'gang', 'of', 'girl', 'revolutionaries', 'called', 'the', 'Free', 'Hawks', ',', 'Saba', ""'s"", 'unrelenting', 'search', 'for', 'Lugh', 'stages', 'a', 'showdown', 'that', 'will', 'change', 'the', 'course', 'of', 'her', 'own', 'civilization', '.']","Saba has spent her whole life in Silverlake, a dried-up wasteland ravaged by constant sandstorms. The Wrecker civilization has long been destroyed, leaving only landfills for Saba and her family to scavenge from."
Dark Triumph,4.32,6.012236543104129,"I lean forward, pushing my body out past the battlements. The wind plucks at my cloak, buffets against me, as if it would carry me off in flight, just like the birds or the knight's soul. Let go, it cries, I will take you far, far away. I want to laugh at the exhilarating feeling, I will catch you, it whistles seductively.The convent has returned Sybella to a life that nearly drove her mad. Her father's rage and brutality are terrifying, and her brother's love is equally monstrous. When she discovers an unexpected ally imprisoned in the dungeons, will a a daughter of Death find something other than vengeance to live for?","['I', 'lean', 'forward', ',', 'pushing', 'my', 'body', 'out', 'past', 'the', 'battlements', '.', 'The', 'wind', 'plucks', 'at', 'my', 'cloak', ',', 'buffets', 'against', 'me', ',', 'as', 'if', 'it', 'would', 'carry', 'me', 'off', 'in', 'flight', ',', 'just', 'like', 'the', 'birds', 'or', 'the', 'knight', ""'s"", 'soul', '.', 'Let', 'go', ',', 'it', 'cries', ',', 'I', 'will', 'take', 'you', 'far', ',', 'far', 'away', '.', 'I', 'want', 'to', 'laugh', 'at', 'the', 'exhilarating', 'feeling', ',', 'I', 'will', 'catch', 'you', ',', 'it', 'whistles', 'seductively.The', 'convent', 'has', 'returned', 'Sybella', 'to', 'a', 'life', 'that', 'nearly', 'drove', 'her', 'mad', '.', 'Her', 'father', ""'s"", 'rage', 'and', 'brutality', 'are', 'terrifying', ',', 'and', 'her', 'brother', ""'s"", 'love', 'is', 'equally', 'monstrous', '.', 'When', 'she', 'discovers', 'an', 'unexpected', 'ally', 'imprisoned', 'in', 'the', 'dungeons', ',', 'will', 'a', 'a', 'daughter', 'of', 'Death', 'find', 'something', 'other', 'than', 'vengeance', 'to', 'live', 'for', '?']","The convent has returned Sybella to a life that nearly drove her mad. Her father's rage and brutality are terrifying, and her brother's love is equally monstrous. When she discovers an unexpected ally imprisoned in the dungeons, will she find something other than vengeance to live for?"
